Identifiant,ft_2_categ,EXPO,ft_4_categ,ft_5_categ,ft_6_categ,ft_7_categ,ft_8_categ,ft_9_categ,ft_10_categ,ft_11_categ,ft_12_categ,ft_13_categ,ft_14_categ,ft_15_categ,ft_16_categ,ft_17_categ,ft_18_categ,ft_19_categ,superficief,ft_21_categ,ft_22_categ,ft_23_categ,ft_24_categ,Insee,target
4383,2013,"0,824657534",1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,450.0,3,1988.0,0.0,   .,64483,0
18125,2012,"0,928961749",1,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,effpi,2,1430.0,3,1940.0,0.0,   2,92073,0
2793,2015,1,0,V,N,1,O,1,O,N,O,N,N,AUTRE,IDENTIQUE,V,pi,2,2192.0,2,1988.0,0.0,   3,68271,0
4951,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2350.0,1,1980.0,0.0,   .,58194,0
14411,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2208.0,1,1980.0,0.0,   .,13071,0
2825,2013,0,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,4288.0,4,,0.0,   .,06088,1
1572,2015,"0,953424658",1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,800.0,3,,0.0,   .,38185,0
50,2015,1,0,V,N,1,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,pi,2,1700.0,3,1800.0,0.0,   4,33063,0
7121,2014,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,4500.0,4,1960.0,0.0,   .,75120,1
3264,2015,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,140.0,2,1980.0,0.0,   .,30133,0
17774,2014,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,2465.0,3,1962.0,0.3,   2,2A247,0
15316,2014,1,1,V,N,2,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,pi,2,2700.0,3,1965.0,0.0,   7,94068,0
903,2015,1,1,V,V,V,V,V,V,V,V,V,V,V,V,V,base,2,450.0,4,,0.0,   .,75113,0
837,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1185.0,1,1980.0,0.0,   .,86194,0
14195,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2277.0,1,1980.0,0.0,   .,12084,0
13399,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,450.0,2,1960.0,0.0,   .,13203,0
11897,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,500.0,3,,0.0,   .,92009,0
10814,2016,"0,491803279",1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,806.0,3,1870.0,0.0,   5,33063,0
14930,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1800.0,2,1988.0,0.0,   .,34108,0
5126,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,400.0,2,1988.0,0.0,   .,66182,0
19423,2015,1,0,V,N,2,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,pi,2,7500.0,2,1960.0,0.0,   8,38563,1
9544,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2900.0,2,1960.0,0.0,   .,13204,1
11234,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,460.0,2,1960.0,0.0,   .,31555,0
10283,2013,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,480.0,4,1955.0,0.0,   2,06079,0
770,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1600.0,1,1960.0,0.0,   .,27229,0
5433,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,420.0,1,1960.0,0.0,   .,50218,1
5899,2015,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1800.0,2,1980.0,0.0,   .,14488,0
16669,2014,1,1,V,N,2,O,1,O,N,O,N,N,AUTRE,IDENTIQUE,V,base,1,900.0,2,1920.0,0.6,   4,80182,0
4306,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1320.0,1,1988.0,0.0,   .,74056,0
18357,2013,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,460.0,1,1974.0,0.0,   3,91432,0
19899,2016,1,1,V,N,2,O,1,O,N,O,N,N,AUTRE,IDENTIQUE,V,base,2,1200.0,1,1980.0,0.0,   4,74279,0
9595,2016,"0,99726776",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3100.0,2,1960.0,0.0,   .,13208,1
14593,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,770.0,2,1980.0,0.0,   .,29105,0
16988,2012,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,650.0,2,1981.0,0.0,   2,34324,0
15631,2012,1,1,V,N,1,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,base,1,390.0,1,1900.0,0.0,   3,91477,0
10536,2012,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,1015.0,2,1978.0,0.0,   4,64024,0
6585,2012,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2868.0,1,,0.0,   .,33192,0
4440,2016,"0,99726776",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,878.0,1,1988.0,0.0,   .,88413,0
11059,2013,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1561.0,2,1960.0,0.0,   .,30120,0
9160,2014,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,460.0,4,,0.0,   .,06029,0
8759,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,393.0,4,,0.0,   .,06088,0
14298,2012,1,0,V,N,1,O,1,O,N,O,N,N,AUTRE,IDENTIQUE,V,base,2,2100.0,4,1968.0,0.0,   5,06088,1
13802,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,400.0,4,1960.0,0.0,   .,06057,1
9716,2012,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,850.0,2,1970.0,0.0,   5,13205,0
12034,2014,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,200.0,4,1920.0,0.0,   2,06014,0
10309,2016,1,0,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,2400.0,3,1980.0,0.6,   6,2A004,1
14587,2015,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,651.0,1,1960.0,0.0,   .,91174,0
4833,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,799.0,2,1960.0,0.0,   .,21231,1
19882,2016,"0,663934426",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,260.0,1,1900.0,0.6,   3,10362,0
18602,2014,1,0,V,N,1,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,effpi,2,1200.0,2,1939.0,0.0,   7,13206,0
14989,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2315.0,1,1988.0,0.0,   .,33011,0
15581,2012,"0,74863388",0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,1,300.0,1,1960.0,0.6,   2,91657,0
5028,2014,"0,443835616",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,345.0,2,1960.0,0.0,   .,13205,0
11391,2012,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,3451.0,2,2000.0,0.6,   2,40065,0
19339,2014,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,880.0,2,1960.0,0.3,   4,66130,0
14110,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1200.0,3,1980.0,0.0,   .,93066,0
3284,2014,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,pi,1,250.0,3,1910.0,0.0,   6,83137,0
16805,2013,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,550.0,2,1979.0,0.3,   3,77514,1
4417,2015,"0,832876712",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,953.0,2,1988.0,0.0,   .,40284,0
18675,2014,1,1,V,N,3,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,1400.0,3,1986.0,0.0,   3,67482,0
6745,2013,"0,8",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,7055.0,2,1980.0,0.0,   .,38563,1
2008,2014,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1320.0,3,1960.0,0.0,   .,38185,0
680,2016,"0,99726776",1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,316.0,4,,0.0,   .,75118,0
2877,2014,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,2100.0,2,1970.0,0.0,   3,77333,0
12285,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,350.0,2,1960.0,0.0,   .,13207,0
15596,2015,1,0,V,N,3,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,4207.0,3,2009.0,0.0,   4,2B033,0
16970,2016,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,200.0,2,1930.0,0.6,   2,51454,0
5764,2013,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,1750.0,1,1970.0,0.6,   4,74256,0
15388,2015,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,450.0,4,1960.0,0.0,   4,06104,0
17226,2016,1,0,V,N,1,O,1,N,N,N,O,O,AUTRE,IDENTIQUE,V,effpi,2,480.0,1,1850.0,0.0,   4,10387,0
12143,2016,"0,99726776",0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,effpi,2,1090.0,2,1958.0,0.6,   5,13201,0
19070,2016,"0,994535519",0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,3768.0,1,2012.0,0.3,   5,54323,0
14975,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1020.0,2,1960.0,0.0,   .,90010,1
12675,2013,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3241.0,3,1980.0,0.0,   .,93031,1
14338,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1200.0,2,1980.0,0.0,   .,78245,0
18311,2016,1,0,V,N,1,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,effpi,2,4650.0,1,1960.0,0.0,   5,13001,1
5247,2016,"0,920765027",1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,660.0,2,1960.0,0.0,   .,38081,0
5965,2015,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,930.0,3,1960.0,0.0,   .,92004,0
19462,2016,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,2444.0,1,1970.0,0.6,   5,02059,0
17162,2014,1,0,V,N,1,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,effpi,2,400.0,1,1850.0,0.0,   5,10387,0
7839,2014,"0,580821918",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,100.0,2,1988.0,0.0,   .,83065,0
3688,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2738.0,2,,0.0,   .,26362,0
12409,2014,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,8084.0,2,2007.0,0.6,   3,31396,1
19126,2015,1,0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,2240.0,1,1982.0,0.3,   4,13004,0
5428,2015,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,644.0,2,1960.0,0.0,   .,69266,0
2916,2012,0,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,500.0,2,,0.0,   .,30189,0
18215,2015,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,1768.0,2,1993.0,0.0,   5,57463,0
8539,2016,"0,99726776",0,V,N,2,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,effpi,2,5500.0,4,1973.0,0.0,   4,06004,1
14704,2013,"0,745205479",1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,880.0,2,1988.0,0.0,   .,57227,0
12017,2014,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,960.0,1,1930.0,0.6,   3,87085,0
6530,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,746.0,1,,0.0,   .,74169,0
1830,2012,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,1,820.0,1,1960.0,0.0,   4,88408,0
14959,2016,"0,99726776",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2200.0,2,,0.0,   .,57463,1
13649,2016,"0,99726776",0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,2217.0,1,1900.0,0.6,   4,43157,0
19316,2014,1,0,V,N,1,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,base,1,900.0,1,1920.0,0.3,   5,03310,0
1048,2014,"0,915068493",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,880.0,2,1960.0,0.0,   .,62108,0
14676,2016,"0,99726776",0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,150.0,2,1940.0,0.6,   3,76259,0
11400,2015,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,550.0,2,1960.0,0.0,   .,13204,1
7341,2013,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,1,476.0,4,1900.0,0.6,   4,06088,0
15097,2016,"0,967213115",0,V,N,3,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,1580.0,2,1970.0,0.0,   4,76259,1
9403,2012,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,360.0,1,,0.0,   .,91425,1
4566,2014,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,250.0,4,,0.0,   .,75115,0
14745,2016,"0,99726776",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,446.0,2,1980.0,0.0,   .,21231,0
3407,2013,1,1,V,N,3,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,350.0,3,1900.0,0.3,   3,94080,1
1899,2015,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,448.0,1,1955.0,0.0,   3,74056,0
3741,2012,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,300.0,3,,0.0,   .,33063,0
6090,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2400.0,2,,0.0,   .,51454,1
378,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,5000.0,1,1980.0,0.0,   .,36044,1
11534,2014,"0,567123288",0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,950.0,2,2007.0,0.3,   3,67156,0
1114,2015,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,168.0,2,1960.0,0.0,   .,95205,0
17740,2015,1,1,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,pi,2,2100.0,4,1900.0,0.0,   4,75113,0
4740,2012,1,1,V,N,3,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,400.0,2,1950.0,0.3,   3,34324,1
16703,2013,1,1,V,N,1,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,base,2,225.0,2,1950.0,0.0,   2,60450,0
9915,2013,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,1,660.0,2,1900.0,0.6,   5,90010,0
3669,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1093.0,2,1960.0,0.0,   .,42218,0
11583,2015,1,0,V,V,V,V,V,V,V,V,V,V,V,V,V,V,2,,4,1900.0,V,   .,,0
10532,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1580.0,2,1960.0,0.0,   .,90010,1
15637,2015,1,0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,750.0,2,1977.0,0.0,   3,83129,0
2630,2016,"0,99726776",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2414.0,2,1960.0,0.0,   .,44109,0
19006,2014,1,1,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,effpi,2,2200.0,4,1904.0,0.0,   7,75118,1
18700,2012,"0,75136612",1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,3200.0,2,2000.0,0.0,   4,78621,0
3574,2012,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,820.0,3,1960.0,0.0,   .,92051,1
17761,2013,"0,819178082",1,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,effpi,2,1800.0,1,1930.0,0.0,   4,49007,0
6013,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,600.0,1,1960.0,0.0,   .,88196,0
647,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1500.0,4,1960.0,0.0,   .,06088,1
4290,2015,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,2880.0,1,1999.0,0.6,   5,13086,1
16348,2012,1,0,V,N,1,O,2,O,N,N,N,O,AUTRE,IDENTIQUE,V,pi,2,400.0,1,1900.0,0.0,   3,54547,0
17094,2015,1,0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,1500.0,3,1980.0,0.3,   7,2A004,0
11789,2016,"0,99726776",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,295.0,2,1960.0,0.0,   .,13205,0
3515,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,185.0,3,1960.0,0.0,   .,83137,0
18574,2013,1,0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1800.0,3,2012.0,0.3,   1,2A247,0
5404,2012,"0,163934426",1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,390.0,1,1960.0,0.0,   .,13004,0
5917,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,516.0,3,1980.0,0.0,   .,94046,0
16939,2015,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,2051.0,2,1990.0,0.3,   2,66182,0
10067,2014,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,935.0,2,1945.0,0.3,   3,68224,0
4784,2016,"0,99726776",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,7988.0,1,1980.0,0.0,   .,63124,0
5464,2016,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1650.0,1,1980.0,0.0,   .,05110,0
3947,2015,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,575.0,2,1960.0,0.0,   .,68149,1
11927,2014,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,350.0,1,1930.0,0.6,   4,13004,1
18037,2014,"0,235616438",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,5350.0,1,1978.0,0.0,   5,27229,0
16228,2014,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,1260.0,3,1991.0,0.0,   5,64483,1
19341,2015,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,2300.0,3,1986.0,0.0,   7,2A004,0
8601,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,245.0,4,,0.0,   .,06029,0
8024,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1381.0,1,,0.0,   .,35288,0
672,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,660.0,2,1960.0,0.0,   .,76351,1
1877,2012,1,0,V,N,1,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,pi,1,520.0,1,1965.0,0.6,   4,74056,0
14982,2015,"0,95890411",1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1300.0,2,1980.0,0.0,   .,14338,0
5742,2013,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,2000.0,2,1960.0,0.3,   4,77186,0
19812,2016,"0,99726776",1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,780.0,2,2015.0,0.6,   3,13207,0
10308,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,500.0,2,1960.0,0.0,   .,13204,0
16470,2015,"0,747945205",1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,845.0,3,1980.0,0.0,   4,92035,0
17240,2016,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1000.0,3,1850.0,0.3,   5,92063,1
765,2014,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,921.0,1,1955.0,0.0,   4,86194,0
4764,2015,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1972.0,2,1960.0,0.0,   .,13001,0
11605,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,350.0,4,,0.0,   .,75120,0
6470,2012,"0,581967213",1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,132.0,2,1980.0,0.0,   .,13202,0
7853,2015,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1145.0,1,1988.0,0.0,   .,13097,0
6058,2013,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,200.0,4,1960.0,0.0,   .,06048,1
7342,2016,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,1,476.0,4,1900.0,0.6,   4,06088,0
3743,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,684.0,1,,0.0,   .,42187,0
4238,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1920.0,2,1960.0,0.0,   .,13209,0
15500,2012,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,320.0,2,2009.0,0.3,   2,30344,0
6410,2016,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1922.0,1,1988.0,0.0,   .,73087,0
8260,2014,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1690.0,3,1800.0,0.0,   7,2B033,1
14319,2016,"0,99726776",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,460.0,2,1980.0,0.0,   .,38151,0
16846,2013,"0,098630137",0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,1600.0,2,1914.0,0.0,   6,57463,0
8916,2012,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,900.0,4,1960.0,0.6,   6,06083,0
14151,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,600.0,4,1980.0,0.0,   .,06088,0
11452,2016,"0,99726776",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3116.0,2,1988.0,0.0,   .,83009,1
8033,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1932.0,1,1980.0,0.0,   .,35288,0
6668,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,510.0,1,1980.0,0.0,   .,86194,0
1676,2014,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,853.0,2,1900.0,0.3,   4,69091,0
10432,2015,"0,161643836",1,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,pi,2,2000.0,2,1998.0,0.6,   8,76351,0
8278,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2138.0,3,,0.0,   .,2B050,0
11634,2013,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1485.0,2,1988.0,0.0,   .,13001,0
12513,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,520.0,2,1960.0,0.0,   .,13204,0
1122,2015,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,800.0,2,1960.0,0.0,   .,13207,0
17931,2014,1,1,V,N,3,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,3276.0,2,2011.0,0.0,   5,31555,0
17977,2014,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,1,300.0,2,1900.0,0.3,   3,26198,0
7312,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1220.0,2,1980.0,0.0,   .,62826,0
5494,2014,1,0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1300.0,2,1990.0,0.6,   6,30133,1
11569,2013,"0,698630137",1,V,N,2,O,1,O,N,O,N,N,AUTRE,IDENTIQUE,V,base,2,413.0,4,1960.0,0.3,   2,06085,0
14060,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,560.0,3,1980.0,0.0,   .,64483,0
12838,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,10.0,2,1980.0,0.0,   .,34108,0
1458,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,165.0,2,1980.0,0.0,   .,21231,0
16246,2012,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1484.0,4,1960.0,0.0,   5,75106,0
11719,2015,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,300.0,2,,0.0,   .,13206,0
5012,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,O,base,2,4601.0,2,,0.0,   .,29232,0
7664,2013,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,5400.0,2,1920.0,0.0,   5,13206,1
2820,2012,1,0,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,1100.0,2,1960.0,2.0,   4,62160,1
7663,2014,"0,838356164",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,285.0,2,1960.0,0.0,   .,83061,0
10552,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,1,700.0,2,,0.0,   .,51454,0
5605,2012,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,950.0,2,1900.0,0.3,   3,30189,0
4731,2016,"0,99726776",1,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,effpi,2,980.0,4,1997.0,0.0,   7,75103,0
7587,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1050.0,1,1980.0,0.0,   .,63308,0
13893,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,4432.0,2,1988.0,0.0,   .,59378,1
11581,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,335.0,1,1960.0,0.0,   .,13900,0
12546,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,450.0,1,1960.0,0.0,   .,13021,0
18035,2015,1,1,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,1,9182.0,3,1974.0,0.0,   8,59350,1
